cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_meses
14084,Sin sequia,15,2012-02-29,2013-04-30,13.996180619725251
14085,D0,16,2014-07-31,2015-03-15,7.4580586870366945
14085,D1,15,2020-08-15,2021-03-15,6.965235425778763
14085,D2,4,2009-10-31,2010-01-31,3.0226493357153124
14085,D3,1,2007-06-30,2007-06-30,0.0
14085,Sin sequia,26,2003-01-31,2005-04-30,26.941004948766913
14086,D0,10,2020-08-15,2020-12-31,4.533974003572968
14086,D1,8,2008-01-31,2008-08-31,6.998090309862626
14086,D2,11,2023-01-15,2023-06-30,5.453910757921107
14086,D3,1,2007-06-30,2007-06-30,0.0
14086,Sin sequia,46,2014-05-31,2016-04-15,22.505595597445534
14087,D0,16,2020-05-15,2020-12-31,7.556623339288281
14087,D1,11,2009-03-31,2010-01-31,10.0535945296618
14087,D2,8,2021-02-28,2021-06-15,3.5154725969732437
14087,D3,2,2007-06-30,2007-07-31,1.0185014065997249
14087,Sin sequia,40,2013-09-30,2015-07-15,21.454239306761945
14088,D0,21,2017-10-31,2018-08-31,9.987884761494076
14088,D1,7,2008-02-29,2008-08-31,6.045298671430625
14088,D2,6,2009-08-31,2010-01-31,5.0267972648309
14088,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14088,Sin sequia,17,2003-01-31,2004-07-31,17.971621593872563
14089,D0,12,2020-08-15,2021-01-31,5.552475410172693
14089,D1,7,2008-02-29,2008-08-31,6.045298671430625
14089,D2,6,2009-08-31,2010-01-31,5.0267972648309
14089,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14089,Sin sequia,26,2003-01-31,2005-04-30,26.941004948766913
14090,D0,7,2004-07-31,2005-01-31,6.045298671430625
14090,D1,11,2017-01-31,2017-06-30,4.928232612579314
14090,D2,11,2023-01-15,2023-06-30,5.453910757921107
14090,Sin sequia,16,2003-01-31,2004-06-30,16.95312018727284
14091,D0,11,2019-07-31,2019-12-31,5.0267972648309
14091,D1,10,2020-10-31,2021-03-15,4.435409351321383
14091,D2,4,2006-03-31,2006-06-30,2.9897944516314503
14091,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14091,D4,2,2011-11-30,2011-12-31,1.0185014065997249
14091,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14092,D0,19,2014-06-15,2015-03-15,8.969383354894351
14092,D1,15,2020-07-15,2021-02-15,7.06380007803035
14092,D2,6,2009-08-31,2010-01-31,5.0267972648309
14092,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14092,Sin sequia,26,2003-01-31,2005-04-30,26.941004948766913
14093,D0,5,2012-02-29,2012-06-30,4.008295858231175
14093,D1,7,2009-07-31,2010-01-31,6.045298671430625
14093,D2,4,2011-08-31,2011-11-30,2.9897944516314503
14093,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14093,D4,2,2011-12-31,2012-01-31,1.0185014065997249
14093,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14094,D0,9,2016-05-15,2016-09-15,4.041150742315037
14094,D1,6,2008-03-31,2008-08-31,5.0267972648309
14094,D2,17,2020-10-15,2021-06-15,7.983736832378488
14094,D3,2,2011-12-31,2012-01-31,1.0185014065997249
14094,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14095,D0,9,2016-05-15,2016-09-15,4.041150742315037
14095,D1,12,2020-09-30,2021-03-15,5.453910757921107
14095,D2,4,2011-04-30,2011-07-31,3.0226493357153124
14095,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14095,Sin sequia,19,2003-01-31,2004-09-30,19.975769522988152
14096,D0,18,2019-07-31,2020-04-15,8.509414977720281
14096,D1,17,2020-06-15,2021-02-15,8.049446600546213
14096,D2,12,2021-02-28,2021-08-15,5.519620526088832
14096,D3,1,2007-06-30,2007-06-30,0.0
14096,Sin sequia,26,2003-01-31,2005-04-30,26.941004948766913
14097,D0,9,2019-07-15,2019-11-15,4.041150742315037
14097,D1,12,2020-06-30,2020-12-15,5.519620526088832
14097,D2,15,2020-12-31,2021-07-31,6.965235425778763
14097,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14097,Sin sequia,26,2003-01-31,2005-04-30,26.941004948766913
14098,D0,9,2019-07-15,2019-11-15,4.041150742315037
14098,D1,12,2020-06-30,2020-12-15,5.519620526088832
14098,D2,13,2020-12-31,2021-06-30,5.946734019179039
14098,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14098,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14099,D0,6,2004-08-31,2005-01-31,5.0267972648309
14099,D1,8,2009-01-31,2009-08-31,6.965235425778763
14099,D2,5,2009-09-30,2010-01-31,4.041150742315037
14099,D3,1,2007-06-30,2007-06-30,0.0
14099,Sin sequia,17,2003-01-31,2004-07-31,17.971621593872563
14100,D0,12,2004-08-31,2005-07-31,10.973531284009939
14100,D1,10,2008-11-30,2009-08-31,9.002238238978213
14100,D2,6,2023-03-15,2023-06-15,3.0226493357153124
14100,D3,2,2008-05-31,2008-06-30,0.9856465225158627
14100,Sin sequia,33,2014-04-15,2015-08-15,16.000328548840837
14101,D0,12,2019-07-15,2019-12-31,5.552475410172693
14101,D1,12,2020-06-30,2020-12-15,5.519620526088832
14101,D2,13,2020-12-31,2021-06-30,5.946734019179039
14101,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14101,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14102,D0,6,2004-08-31,2005-01-31,5.0267972648309
14102,D1,8,2009-01-31,2009-08-31,6.965235425778763
14102,D2,11,2023-01-15,2023-06-30,5.453910757921107
14102,D3,1,2007-06-30,2007-06-30,0.0
14102,Sin sequia,17,2003-01-31,2004-07-31,17.971621593872563
14103,D0,12,2017-12-15,2018-05-31,5.486765642004969
14103,D1,12,2009-01-31,2009-12-31,10.973531284009939
14103,D2,8,2021-02-28,2021-06-15,3.5154725969732437
14103,D3,1,2007-06-30,2007-06-30,0.0
14103,Sin sequia,38,2013-09-30,2015-06-15,20.468592784246084
14104,D0,10,2016-12-15,2017-04-30,4.468264235405244
14104,D1,14,2017-10-15,2018-04-30,6.472412164520832
14104,D2,5,2022-03-15,2022-05-15,2.0041479291155877
14104,D3,2,2011-06-30,2011-07-31,1.0185014065997249
14104,D4,3,2011-11-30,2012-01-31,2.0370028131994498
14104,Sin sequia,28,2003-01-31,2005-06-30,28.945152877882503
14105,D0,14,2014-07-15,2015-01-31,6.5709768167724185
14105,D1,10,2020-10-31,2021-03-15,4.435409351321383
14105,D2,8,2011-04-30,2011-11-30,7.030945193946487
14105,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14105,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14106,D0,13,2016-04-30,2016-10-31,6.045298671430625
14106,D1,8,2009-01-31,2009-08-31,6.965235425778763
14106,D2,5,2009-09-30,2010-01-31,4.041150742315037
14106,D3,1,2007-06-30,2007-06-30,0.0
14106,Sin sequia,17,2003-01-31,2004-07-31,17.971621593872563
14107,D0,19,2014-06-15,2015-03-15,8.969383354894351
14107,D1,15,2020-07-15,2021-02-15,7.06380007803035
14107,D2,6,2009-08-31,2010-01-31,5.0267972648309
14107,D3,1,2007-06-30,2007-06-30,0.0
14107,Sin sequia,26,2003-01-31,2005-04-30,26.941004948766913
14108,D0,16,2020-05-15,2020-12-31,7.556623339288281
14108,D1,12,2009-01-31,2009-12-31,10.973531284009939
14108,D2,6,2021-02-28,2021-05-15,2.496971190373519
14108,D3,1,2007-06-30,2007-06-30,0.0
14108,Sin sequia,38,2013-09-30,2015-06-15,20.468592784246084
14109,D0,34,2019-06-15,2020-10-31,16.558861578266495
14109,D1,6,2009-08-31,2010-01-31,5.0267972648309
14109,D2,10,2021-01-31,2021-06-15,4.435409351321383
14109,D3,4,2011-10-31,2012-01-31,3.0226493357153124
14109,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14110,D0,13,2018-04-15,2018-10-15,6.012443787346763
14110,D1,8,2009-01-31,2009-08-31,6.965235425778763
14110,D2,11,2023-01-15,2023-06-30,5.453910757921107
14110,Sin sequia,17,2003-01-31,2004-07-31,17.971621593872563
14111,D0,7,2012-02-29,2012-08-31,6.045298671430625
14111,D1,6,2009-08-31,2010-01-31,5.0267972648309
14111,D2,4,2006-03-31,2006-06-30,2.9897944516314503
14111,D3,2,2011-10-31,2011-11-30,0.9856465225158627
14111,D4,2,2011-12-31,2012-01-31,1.0185014065997249
14111,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14112,D0,16,2017-09-30,2018-05-15,7.4580586870366945
14112,D1,9,2008-11-30,2009-07-31,7.983736832378488
14112,D2,12,2021-02-28,2021-08-15,5.519620526088832
14112,D3,2,2007-05-31,2007-06-30,0.9856465225158627
14112,Sin sequia,26,2003-01-31,2005-04-30,26.941004948766913
14113,D0,18,2022-01-31,2022-10-15,8.443705209552558
14113,D1,8,2009-01-31,2009-08-31,6.965235425778763
14113,D2,5,2009-09-30,2010-01-31,4.041150742315037
14113,D3,1,2007-06-30,2007-06-30,0.0
14113,Sin sequia,17,2003-01-31,2004-07-31,17.971621593872563
14114,D0,10,2016-04-30,2016-09-15,4.533974003572968
14114,D1,12,2020-09-30,2021-03-15,5.453910757921107
14114,D2,9,2023-01-15,2023-05-31,4.468264235405244
14114,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14114,Sin sequia,22,2003-01-31,2004-12-31,22.998418858703463
14115,D0,7,2020-06-15,2020-09-15,3.0226493357153124
14115,D1,15,2017-09-30,2018-04-30,6.965235425778763
14115,D2,10,2023-01-15,2023-06-15,4.9610874966631755
14115,D3,2,2011-06-30,2011-07-31,1.0185014065997249
14115,D4,2,2011-12-31,2012-01-31,1.0185014065997249
14115,Sin sequia,54,2014-10-31,2017-01-15,26.513891455676706
14116,D0,6,2020-09-30,2020-12-15,2.496971190373519
14116,D1,4,2008-03-31,2008-06-30,2.9897944516314503
14116,D2,3,2011-04-30,2011-06-30,2.0041479291155877
14116,D3,1,2011-07-31,2011-07-31,0.0
14116,D4,2,2011-11-30,2011-12-31,1.0185014065997249
14116,Sin sequia,73,2014-05-15,2017-05-15,36.008952955912854
14117,D0,5,2005-09-30,2006-01-31,4.041150742315037
14117,D1,6,2009-08-31,2010-01-31,5.0267972648309
14117,D2,4,2006-03-31,2006-06-30,2.9897944516314503
14117,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14117,D4,3,2011-11-30,2012-01-31,2.0370028131994498
14117,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14118,D0,5,2005-09-30,2006-01-31,4.041150742315037
14118,D1,6,2009-08-31,2010-01-31,5.0267972648309
14118,D2,4,2006-03-31,2006-06-30,2.9897944516314503
14118,D3,2,2011-10-31,2011-11-30,0.9856465225158627
14118,D4,2,2011-12-31,2012-01-31,1.0185014065997249
14118,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14119,D0,7,2020-07-15,2020-10-15,3.0226493357153124
14119,D1,6,2008-03-31,2008-08-31,5.0267972648309
14119,D2,6,2009-08-31,2010-01-31,5.0267972648309
14119,D3,2,2023-06-15,2023-06-30,0.49282326125793136
14119,Sin sequia,26,2003-01-31,2005-04-30,26.941004948766913
14120,D0,5,2012-02-29,2012-06-30,4.008295858231175
14120,D1,7,2009-07-31,2010-01-31,6.045298671430625
14120,D2,12,2020-12-31,2021-06-15,5.453910757921107
14120,D3,2,2011-12-31,2012-01-31,1.0185014065997249
14120,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14121,D0,10,2015-06-30,2015-11-15,4.533974003572968
14121,D1,10,2007-11-30,2008-08-31,9.035093123062076
14121,D2,4,2009-10-31,2010-01-31,3.0226493357153124
14121,D3,1,2007-06-30,2007-06-30,0.0
14121,Sin sequia,26,2003-01-31,2005-04-30,26.941004948766913
14122,D0,6,2004-08-31,2005-01-31,5.0267972648309
14122,D1,8,2009-01-31,2009-08-31,6.965235425778763
14122,D2,3,2011-04-30,2011-06-30,2.0041479291155877
14122,D3,1,2007-06-30,2007-06-30,0.0
14122,Sin sequia,43,2013-09-30,2015-08-31,22.998418858703463
14123,D0,14,2014-07-15,2015-01-31,6.5709768167724185
14123,D1,17,2020-06-15,2021-02-15,8.049446600546213
14123,D2,5,2011-04-30,2011-08-31,4.041150742315037
14123,D3,1,2023-06-30,2023-06-30,0.0
14123,Sin sequia,26,2003-01-31,2005-04-30,26.941004948766913
14124,D0,9,2014-07-31,2014-11-30,4.008295858231175
14124,D1,11,2022-11-30,2023-05-15,5.453910757921107
14124,D2,13,2020-12-31,2021-06-30,5.946734019179039
14124,D3,2,2011-12-31,2012-01-31,1.0185014065997249
14124,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
14125,D0,7,2012-11-30,2013-05-31,5.979588903262901
14125,D1,7,2009-07-31,2010-01-31,6.045298671430625
14125,D2,11,2021-01-31,2021-06-30,4.928232612579314
14125,D3,2,2011-12-31,2012-01-31,1.0185014065997249
14125,Sin sequia,27,2003-01-31,2005-05-31,27.95950635536664
15001,D0,10,2008-08-31,2009-05-31,8.969383354894351
15001,D1,18,2019-10-15,2020-06-30,8.509414977720281
15001,D2,17,2022-07-15,2023-03-15,7.983736832378488
15001,D3,5,2021-03-31,2021-05-31,2.0041479291155877
15001,Sin sequia,57,2013-03-31,2015-12-31,33.0191585042814
15002,D0,18,2020-06-30,2021-03-15,8.47656009363642
15002,D1,12,2008-11-30,2009-10-31,11.006386168093801
15002,D2,1,2006-03-31,2006-03-31,0.0
15002,D3,1,2011-06-30,2011-06-30,0.0
15002,Sin sequia,45,2013-06-30,2015-08-15,25.495390049076985
15003,D0,9,2008-11-30,2009-07-31,7.983736832378488
15003,D1,15,2019-10-15,2020-05-15,6.998090309862626
15003,D2,25,2022-04-30,2023-05-15,12.484855951867594
15003,D3,5,2021-03-31,2021-05-31,2.0041479291155877
15003,Sin sequia,61,2013-06-30,2016-04-15,33.51198176553933
15004,D0,12,2018-01-15,2018-06-30,5.453910757921107
15004,D1,16,2008-10-31,2010-01-31,15.014682026324977
15004,D2,7,2021-03-15,2021-06-15,3.0226493357153124
15004,Sin sequia,27,2012-02-29,2014-03-15,24.47688864247726
15005,D0,11,2019-02-15,2019-07-15,4.928232612579314
15005,D1,6,2008-03-31,2008-08-31,5.0267972648309
15005,D2,8,2008-11-30,2009-06-30,6.965235425778763
15005,D3,2,2009-07-31,2009-08-31,1.0185014065997249
15005,Sin sequia,46,2014-04-30,2016-03-15,22.505595597445534
15006,D0,22,2015-08-31,2016-07-15,10.480708022752006
15006,D1,7,2023-02-28,2023-06-15,3.5154725969732437
15006,D2,8,2009-01-31,2009-08-31,6.965235425778763
15006,Sin sequia,18,2003-10-31,2005-04-30,17.971621593872563
15007,D0,12,2018-01-15,2018-06-30,5.453910757921107
15007,D1,7,2008-02-29,2008-08-31,6.045298671430625
15007,D2,8,2008-11-30,2009-06-30,6.965235425778763
15007,D3,2,2009-07-31,2009-08-31,1.0185014065997249
15007,Sin sequia,73,2014-05-15,2017-05-15,36.008952955912854
15008,D0,12,2008-08-31,2009-07-31,10.973531284009939
15008,D1,18,2020-06-30,2021-03-15,8.47656009363642
15008,D2,5,2021-03-31,2021-05-31,2.0041479291155877
15008,Sin sequia,12,2003-10-31,2004-10-31,12.024887574693526
15009,D0,18,2022-05-31,2023-02-15,8.542269861804144
15009,D1,12,2008-11-30,2009-10-31,11.006386168093801
15009,D2,1,2007-06-30,2007-06-30,0.0
15009,Sin sequia,57,2013-06-30,2016-02-15,31.540688720507607
15010,D0,25,2019-05-15,2020-05-15,12.024887574693526
15010,D1,12,2022-08-31,2023-02-15,5.519620526088832
15010,D2,7,2021-02-28,2021-05-31,3.0226493357153124
15010,D3,1,2011-06-30,2011-06-30,0.0
15010,Sin sequia,22,2003-06-30,2005-05-31,23.031273742787327
15011,D0,8,2008-03-31,2008-10-31,7.030945193946487
15011,D1,14,2008-11-30,2009-12-31,13.010534097209389
15011,D2,1,2006-03-31,2006-03-31,0.0
15011,D3,1,2011-06-30,2011-06-30,0.0
15011,Sin sequia,53,2013-06-30,2015-12-15,29.503685907308157
15012,D0,22,2015-08-31,2016-07-15,10.480708022752006
15012,D1,7,2023-02-28,2023-06-15,3.5154725969732437
15012,D2,8,2009-01-31,2009-08-31,6.965235425778763
15012,Sin sequia,18,2003-10-31,2005-04-30,17.971621593872563
15013,D0,16,2019-04-30,2019-12-15,7.523768455204419
15013,D1,4,2009-09-30,2009-12-31,3.0226493357153124
15013,D2,10,2008-11-30,2009-08-31,9.002238238978213
15013,D3,1,2011-06-30,2011-06-30,0.0
15013,Sin sequia,22,2003-06-30,2005-05-31,23.031273742787327
15014,D0,10,2019-07-15,2019-11-30,4.533974003572968
15014,D1,10,2008-11-30,2009-08-31,9.002238238978213
15014,D2,6,2021-03-31,2021-06-15,2.496971190373519
15014,D3,1,2011-06-30,2011-06-30,0.0
15014,Sin sequia,79,2013-03-31,2016-11-30,44.025544672375204
15015,D0,8,2009-11-30,2010-06-30,6.965235425778763
15015,D1,12,2008-11-30,2009-10-31,11.006386168093801
15015,D2,1,2007-06-30,2007-06-30,0.0
15015,Sin sequia,123,2011-09-30,2017-12-31,75.04055524754102
15016,D0,11,2008-09-30,2009-07-31,9.987884761494076
15016,D1,15,2018-10-31,2019-05-31,6.965235425778763
15016,D2,2,2023-02-28,2023-03-15,0.49282326125793136
15016,D3,1,2011-06-30,2011-06-30,0.0
15016,Sin sequia,23,2003-06-30,2005-06-30,24.016920265303188
15017,D0,8,2009-11-30,2010-06-30,6.965235425778763
15017,D1,12,2008-11-30,2009-10-31,11.006386168093801
15017,D2,1,2006-03-31,2006-03-31,0.0
15017,Sin sequia,50,2013-09-30,2015-12-15,26.481036571592846
15018,D0,13,2016-01-15,2016-07-15,5.979588903262901
15018,D1,7,2023-02-28,2023-06-15,3.5154725969732437
15018,D2,8,2008-11-30,2009-06-30,6.965235425778763
15018,D3,2,2009-07-31,2009-08-31,1.0185014065997249
15018,Sin sequia,41,2014-04-30,2015-12-31,20.041479291155877
15019,D0,22,2015-08-31,2016-07-15,10.480708022752006
15019,D1,7,2023-02-28,2023-06-15,3.5154725969732437
15019,D2,8,2009-01-31,2009-08-31,6.965235425778763
15019,Sin sequia,21,2003-06-30,2005-04-30,22.012772336187602
15020,D0,8,2008-03-31,2008-10-31,7.030945193946487
15020,D1,12,2008-11-30,2009-10-31,11.006386168093801
15020,D2,1,2006-03-31,2006-03-31,0.0
15020,D3,1,2011-06-30,2011-06-30,0.0
15020,Sin sequia,59,2013-06-30,2016-03-15,32.49348035893961
15021,D0,12,2020-07-31,2021-01-15,5.519620526088832
15021,D1,9,2008-10-31,2009-06-30,7.950881948294626
15021,D2,4,2021-04-30,2021-06-15,1.5113246678576562
15021,Sin sequia,27,2012-02-29,2014-03-15,24.47688864247726
15022,D0,25,2022-05-31,2023-06-15,12.484855951867594
15022,D1,15,2008-10-31,2009-12-31,13.996180619725251
15022,D2,1,2006-03-31,2006-03-31,0.0
15022,Sin sequia,50,2013-09-30,2015-12-15,26.481036571592846
15023,D0,17,2008-03-31,2009-07-31,16.000328548840837
15023,D1,8,2022-08-31,2022-12-15,3.4826177128893816
15023,D2,6,2021-02-28,2021-05-15,2.496971190373519
15023,D3,1,2011-06-30,2011-06-30,0.0
15023,Sin sequia,59,2013-06-30,2016-03-15,32.49348035893961
15024,D0,25,2019-05-15,2020-05-15,12.024887574693526
15024,D1,12,2008-11-30,2009-10-31,11.006386168093801
15024,D2,1,2006-03-31,2006-03-31,0.0
15024,D3,1,2011-06-30,2011-06-30,0.0
15024,Sin sequia,59,2013-06-30,2016-03-15,32.49348035893961
15025,D0,25,2022-05-31,2023-06-15,12.484855951867594
15025,D1,15,2008-10-31,2009-12-31,13.996180619725251
15025,D2,1,2006-03-31,2006-03-31,0.0
15025,Sin sequia,50,2013-09-30,2015-12-15,26.481036571592846
15026,D0,12,2022-01-15,2022-06-30,5.453910757921107
15026,D1,15,2022-07-15,2023-02-15,7.06380007803035
15026,D2,8,2021-02-15,2021-05-31,3.4497628288055195
15026,D3,1,2011-06-30,2011-06-30,0.0
15026,Sin sequia,48,2014-04-30,2016-04-15,23.524097004045256
15027,D0,13,2016-01-15,2016-07-15,5.979588903262901
15027,D1,7,2023-02-28,2023-06-15,3.5154725969732437
15027,D2,9,2008-11-30,2009-07-31,7.983736832378488
15027,D3,1,2009-08-31,2009-08-31,0.0
15027,Sin sequia,14,2004-03-31,2005-04-30,12.977679213125526
15028,D0,8,2008-03-31,2008-10-31,7.030945193946487
15028,D1,12,2008-11-30,2009-10-31,11.006386168093801
15028,D2,1,2006-03-31,2006-03-31,0.0
15028,D3,1,2011-06-30,2011-06-30,0.0
15028,Sin sequia,45,2013-06-30,2015-08-15,25.495390049076985
15029,D0,8,2008-03-31,2008-10-31,7.030945193946487
15029,D1,14,2008-11-30,2009-12-31,13.010534097209389
15029,D2,1,2006-03-31,2006-03-31,0.0
15029,D3,1,2011-06-30,2011-06-30,0.0
15029,Sin sequia,82,2017-07-31,2020-12-15,40.51007207540196
15030,D0,8,2008-03-31,2008-10-31,7.030945193946487
15030,D1,12,2008-11-30,2009-10-31,11.006386168093801
15030,D2,1,2006-03-31,2006-03-31,0.0
15030,D3,1,2011-06-30,2011-06-30,0.0
15030,Sin sequia,45,2013-06-30,2015-08-15,25.495390049076985
15031,D0,8,2008-03-31,2008-10-31,7.030945193946487
15031,D1,14,2008-11-30,2009-12-31,13.010534097209389
15031,D2,1,2006-03-31,2006-03-31,0.0
15031,D3,1,2011-06-30,2011-06-30,0.0
15031,Sin sequia,67,2018-03-15,2020-12-15,33.05201338836527
15032,D0,16,2022-02-15,2022-09-30,7.4580586870366945
15032,D1,7,2008-02-29,2008-08-31,6.045298671430625
15032,D2,10,2008-09-30,2009-06-30,8.969383354894351
15032,D3,2,2009-07-31,2009-08-31,1.0185014065997249
15032,Sin sequia,73,2014-05-15,2017-05-15,36.008952955912854
15033,D0,26,2022-05-31,2023-06-30,12.977679213125526
15033,D1,14,2008-11-30,2009-12-31,13.010534097209389
15033,D2,1,2006-03-31,2006-03-31,0.0
15033,D3,1,2011-06-30,2011-06-30,0.0
15033,Sin sequia,53,2013-06-30,2015-12-15,29.503685907308157
15034,D0,7,2009-01-31,2009-07-31,5.946734019179039
15034,D1,9,2023-01-31,2023-06-15,4.435409351321383
15034,D2,1,2007-06-30,2007-06-30,0.0
15034,Sin sequia,123,2011-09-30,2017-12-31,75.04055524754102
15035,D0,17,2008-03-31,2009-07-31,16.000328548840837
15035,D1,13,2022-08-15,2023-02-15,6.045298671430625
15035,D2,7,2021-02-28,2021-05-31,3.0226493357153124
15035,D3,1,2011-06-30,2011-06-30,0.0
15035,Sin sequia,59,2013-06-30,2016-03-15,32.49348035893961
15036,D0,39,2018-08-31,2020-03-31,18.990123000472288
15036,D1,4,2013-02-28,2013-05-31,3.0226493357153124
15036,D2,7,2021-02-28,2021-05-31,3.0226493357153124
15036,D3,1,2011-06-30,2011-06-30,0.0
15036,Sin sequia,23,2003-06-30,2005-06-30,24.016920265303188
15037,D0,15,2015-08-15,2016-03-15,6.998090309862626
15037,D1,5,2009-09-30,2010-01-31,4.041150742315037
15037,D2,10,2008-11-30,2009-08-31,9.002238238978213
15037,D3,1,2011-06-30,2011-06-30,0.0
15037,Sin sequia,21,2003-06-30,2005-04-30,22.012772336187602
15038,D0,26,2019-03-31,2020-04-15,12.517710835951457
15038,D1,5,2009-09-30,2010-01-31,4.041150742315037
15038,D2,10,2008-11-30,2009-08-31,9.002238238978213
15038,D3,1,2011-06-30,2011-06-30,0.0
15038,Sin sequia,22,2003-06-30,2005-05-31,23.031273742787327
15039,D0,25,2022-05-31,2023-06-15,12.484855951867594
15039,D1,13,2008-10-31,2009-10-31,11.992032690609664
15039,D2,1,2006-03-31,2006-03-31,0.0
15039,Sin sequia,50,2013-09-30,2015-12-15,26.481036571592846
15040,D0,11,2019-05-15,2019-10-15,5.0267972648309
15040,D1,15,2008-11-30,2010-01-31,14.029035503809114
15040,D2,1,2011-06-30,2011-06-30,0.0
15040,Sin sequia,27,2012-02-29,2014-03-15,24.47688864247726
15041,D0,9,2022-06-15,2022-10-15,4.008295858231175
15041,D1,8,2008-02-29,2008-09-30,7.030945193946487
15041,D2,9,2008-10-31,2009-06-30,7.950881948294626
15041,D3,2,2009-07-31,2009-08-31,1.0185014065997249
15041,Sin sequia,73,2014-05-15,2017-05-15,36.008952955912854
15042,D0,11,2019-09-15,2020-02-15,5.0267972648309
15042,D1,5,2008-04-30,2008-08-31,4.041150742315037
15042,D2,10,2008-11-30,2009-08-31,9.002238238978213
15042,D3,1,2011-06-30,2011-06-30,0.0
15042,Sin sequia,46,2014-04-30,2016-03-15,22.505595597445534
15043,D0,25,2015-08-15,2016-08-15,12.024887574693526
15043,D1,7,2023-02-28,2023-06-15,3.5154725969732437
